SOC (%),Voltage (V),Current (A),Battery Temp (°C),Ambient Temp (°C),Charging Duration (min),Degradation Rate (%),Charging Mode,Efficiency (%),Battery Type,Charging Cycles,EV Model,Optimal Charging Duration Class
36.38896945,3.527540478,44.57860417,26.25555978,23.30886001,55.34731921,7.744503062,Slow,98.45109939,LiFePO4,334,Model A,1
39.57980908,3.58547694,13.50964113,33.08684011,15.4801009,51.56332154,7.930275921,Slow,98.41394482,LiFePO4,158,Model B,1
70.52666105,3.81653932,12.78602118,24.64036361,21.70743212,69.10197627,10.51684925,Fast,97.89663015,LiFePO4,263,Model C,1
77.71370765,4.153712512,44.9188084,20.28762892,18.54164511,52.07335823,9.239513348,Slow,98.15209733,Li-ion,870,Model C,1
81.24211394,3.721309273,24.40224428,35.28706773,16.96848378,39.22579185,9.09527507,Fast,98.18094499,Li-ion,925,Model B,0
81.06563285,3.855064366,12.10168867,32.4748617,34.13440868,50.94695491,9.922604303,Normal,98.01547914,Li-ion,315,Model A,1
18.20854927,3.529101001,78.05922526,35.24605249,26.9871945,117.4904273,12.46359903,Fast,97.50728019,Li-ion,282,Model B,2
54.49782742,3.603840241,51.2670708,20.77876033,29.57312568,61.1113417,8.856441196,Fast,98.22871176,LiFePO4,668,Model A,1
15.1802884,4.190641086,36.03202948,36.74239256,21.30727487,64.47127769,7.968740522,Normal,98.4062519,Li-ion,756,Model A,1
59.45759941,4.175583088,91.00748647,32.390524,22.86294259,77.654499,11.06361442,Fast,97.78727712,LiFePO4,189,Model C,1
49.73774512,3.503457987,20.45250642,31.26790701,19.73847988,118.3340768,13.91145568,Normal,97.21770886,Li-ion,410,Model B,2
89.89337645,4.16626825,96.03269461,32.49228096,16.93931342,44.16012764,9.799293507,Normal,98.0401413,LiFePO4,656,Model C,1
41.58235113,3.947383956,38.25700456,37.28866494,18.58063275,88.12821105,11.28756839,Fast,97.74248632,LiFePO4,356,Model B,2
20.53603148,4.107542806,89.95633051,31.73873013,30.95028091,91.59846935,10.24694386,Slow,97.95061123,Li-ion,632,Model B,2
22.86925138,3.818317899,64.26485888,31.6190076,28.5509161,80.73244168,9.452116422,Slow,98.10957672,Li-ion,632,Model C,2
78.53595685,3.86091722,84.40366238,39.81358314,25.93857752,28.85783396,8.322296497,Normal,98.3355407,LiFePO4,151,Model B,0
65.6396257,3.842192606,98.56118469,35.13460334,24.50179746,87.68722758,12.34598042,Slow,97.53080392,LiFePO4,437,Model B,2
19.10104085,3.96680498,35.9564894,28.84587611,33.44868567,26.4094711,4.598135107,Slow,99.08037298,LiFePO4,270,Model A,0
17.56961255,3.597755878,96.50219369,34.14794,16.45469896,79.61426495,9.220399707,Fast,98.15592006,Li-ion,166,Model B,1
73.08722183,3.520981513,45.05337054,27.78460943,20.61201626,93.95811772,12.87343471,Normal,97.42531306,Li-ion,724,Model B,2
16.54867057,3.715550959,44.69607143,24.57750925,21.99875707,41.09698906,5.48105808,Normal,98.90378838,LiFePO4,399,Model C,1
83.96740534,3.993276534,40.63483938,31.93703754,30.64851624,104.1622008,14.47540554,Fast,97.10491889,Li-ion,771,Model C,2
73.56180044,3.641297416,58.72668466,38.56364196,34.8502924,23.03538055,7.525887166,Slow,98.49482257,LiFePO4,877,Model B,0
17.32139026,3.971402703,23.87305389,38.5827904,19.8134103,104.3812864,11.49364956,Normal,97.70127009,Li-ion,931,Model A,2
17.63539427,4.178938432,59.83403368,26.83810556,32.48614668,66.03290506,7.72641708,Slow,98.45471658,Li-ion,331,Model A,1
98.79756207,3.565730501,58.75343312,30.55354932,31.61245521,41.75879399,9.947455069,Normal,98.01050899,Li-ion,936,Model C,1
43.68437162,3.970821483,78.57116313,24.23271797,19.49314795,33.3778145,6.177339021,Normal,98.7645322,Li-ion,167,Model B,0
43.35779324,3.810625154,85.02849657,39.91262219,22.9866516,115.3307168,13.77441383,Normal,97.24511723,Li-ion,605,Model B,2
83.15196105,4.107699578,49.63972153,39.62235816,23.19345739,27.26655876,8.41092919,Normal,98.31781416,LiFePO4,127,Model A,0
95.25237196,3.624004853,37.20999244,32.99017859,34.56441337,39.90934199,9.737906027,Slow,98.05241879,LiFePO4,727,Model A,0
98.74009574,3.984838167,33.34014076,36.08828119,18.61783803,54.78223474,11.30660508,Slow,97.73867898,Li-ion,150,Model A,1
77.80403667,4.086680703,27.5161453,34.30200323,30.98315942,82.0234849,12.4405924,Slow,97.51188152,LiFePO4,792,Model C,2
43.8633627,4.161229954,15.1882824,31.86316438,21.68385428,74.48010853,9.993002065,Slow,98.00139959,LiFePO4,359,Model B,1
17.5150645,3.97827362,40.8203181,21.06695994,29.61740692,32.56434924,4.642796992,Fast,99.0714406,Li-ion,690,Model C,0
79.94322243,3.848022335,34.32229229,29.09528685,23.40022009,48.97279837,9.532991995,Normal,98.0934016,LiFePO4,884,Model B,1
60.25638248,3.932493068,96.97756473,33.49572604,26.56719526,43.87517711,8.343870185,Normal,98.33122596,Li-ion,719,Model C,1
48.17998083,4.108233489,60.19379436,33.55063228,31.65223547,41.35428545,7.53272111,Normal,98.49345578,LiFePO4,685,Model B,1
91.57189466,3.899426823,41.25493351,27.46245237,31.0833113,61.11443365,11.04458682,Fast,97.79108264,LiFePO4,786,Model A,1
20.00777341,3.521270942,62.24208409,38.83383973,32.32846367,90.40314526,10.4756761,Slow,97.90486478,LiFePO4,283,Model A,2
54.33625939,4.151664087,22.52770312,23.34714064,16.19234651,41.74529322,7.362944437,Normal,98.52741111,LiFePO4,122,Model A,1
11.02182803,3.982668726,49.96393743,30.00718892,28.84101106,56.66788797,6.773774845,Slow,98.64524503,LiFePO4,885,Model C,1
52.17945778,3.97355937,66.36108893,33.81767953,17.79974753,59.09174268,9.224168756,Slow,98.15516625,LiFePO4,228,Model A,1
15.06729481,3.650972607,54.00080486,33.94271612,23.31637136,117.6456529,12.25430496,Fast,97.54913901,LiFePO4,390,Model B,2
20.69361246,3.961219829,46.16009206,32.97277914,25.9717683,115.4666357,12.30553922,Fast,97.53889216,Li-ion,931,Model C,2
20.57736221,3.775705084,99.446355,25.50576427,23.05478969,100.0137583,10.63863618,Slow,97.87227276,Li-ion,600,Model B,2
68.42892719,3.955863084,89.22832859,23.12413137,25.39223352,44.16589208,8.258143935,Normal,98.34837121,Li-ion,285,Model C,1
77.14403913,3.574615121,66.10653623,32.71880654,34.93052618,26.80373141,7.726786568,Normal,98.45464269,Li-ion,578,Model B,0
62.50318886,3.960491713,61.24396251,31.98604232,17.70434627,51.69041377,9.03199604,Fast,98.19360079,LiFePO4,670,Model B,1
96.59552936,4.199589608,65.85944318,23.58712021,28.50912091,46.67945494,9.899087057,Fast,98.02018259,LiFePO4,591,Model C,1
43.73835216,3.533748427,28.1180897,34.10278291,22.92001933,70.59258001,9.774771755,Fast,98.04504565,LiFePO4,612,Model C,1
35.71408777,4.184021929,45.56239689,29.10343983,17.66019598,97.77279101,11.38860896,Fast,97.72227821,Li-ion,742,Model A,2
88.17392154,3.784835573,13.55135796,33.35521183,18.17473527,105.8322939,14.89581449,Fast,97.0208371,Li-ion,166,Model A,2
30.12362547,4.109527415,52.79914337,36.7473416,33.98546212,104.4864085,12.05074906,Fast,97.58985019,Li-ion,904,Model B,2
96.69002855,4.047669839,58.87221256,23.39456857,32.59202993,55.96755612,10.66819287,Fast,97.86636143,LiFePO4,566,Model B,1
11.09390272,3.896911383,30.49747625,20.38289736,33.14083921,88.72343435,8.967459533,Normal,98.20650809,Li-ion,384,Model B,2
97.2890944,4.016914446,96.76259624,35.58205173,34.83065552,51.28341975,10.91717562,Fast,97.81656488,LiFePO4,700,Model C,1
13.88439208,4.114960893,91.85091498,32.1939485,19.1663078,26.09055432,4.478129889,Fast,99.10437402,Li-ion,516,Model C,0
90.20288023,3.782898225,74.99289119,33.99279139,22.10878675,90.15652656,13.72282746,Normal,97.25543451,LiFePO4,199,Model A,2
57.49309982,3.728923213,58.00479659,36.7630995,28.3843806,20.98275526,6.461372904,Normal,98.70772542,Li-ion,288,Model B,0
99.36683165,3.96731537,88.29722437,36.0562187,24.6760508,60.91825875,11.84767408,Slow,97.63046518,LiFePO4,989,Model A,1
16.64169083,4.065492159,21.75871094,39.21840294,23.36779067,52.93792693,7.204498599,Fast,98.55910028,Li-ion,957,Model C,1
59.8468856,4.033599594,81.14588148,30.71870158,22.15622499,89.33775385,11.97309218,Fast,97.60538156,Li-ion,487,Model C,2
97.23722821,4.058469554,21.23387326,29.76991265,26.87561264,96.62454728,14.40240265,Fast,97.11951947,LiFePO4,340,Model C,2
57.07880598,3.80490832,81.47895963,28.037744,26.51186857,50.4094636,8.456616132,Fast,98.30867677,LiFePO4,881,Model A,1
66.64587743,4.072483951,34.81908114,23.07382086,18.22915668,101.1627014,12.91621003,Slow,97.41675799,Li-ion,830,Model C,2
72.61738201,3.584146339,88.93815229,31.45214466,24.43479675,49.39167605,9.319449338,Normal,98.13611013,LiFePO4,516,Model B,1
50.90869583,3.881142369,94.96378844,25.54025049,26.06943552,64.632636,9.208500316,Normal,98.15829994,Li-ion,275,Model A,1
66.48022721,3.504031062,23.39163725,38.42615024,26.40573877,92.7018527,12.97047326,Fast,97.40590535,LiFePO4,486,Model C,2
62.58828807,3.727210081,51.64080446,31.66381609,19.20214386,89.29202292,12.15360712,Fast,97.56927858,Li-ion,570,Model A,2
91.10422094,3.756523074,98.28886403,31.85680361,29.84542785,118.7368472,16.0427885,Fast,96.7914423,LiFePO4,952,Model A,2
14.09017423,3.777320884,53.50666924,27.09849322,15.5039819,42.51610242,5.602441908,Slow,98.87951162,Li-ion,332,Model C,1
35.28668706,3.986827045,87.71927703,21.03978704,22.09663711,86.23179135,10.00230632,Slow,97.99953874,Li-ion,762,Model C,2
95.53703357,3.771990671,62.98583699,20.63487531,30.60425297,80.96819083,12.55594468,Normal,97.48881106,Li-ion,551,Model A,2
90.12374055,3.814085536,43.77969171,28.46670288,26.27785842,111.5098454,15.22200929,Fast,96.95559814,LiFePO4,376,Model A,2
51.00910775,3.666280892,35.72052,21.69130756,20.22324865,35.63621416,6.604705279,Fast,98.67905894,Li-ion,328,Model C,0
65.8119338,3.761276254,28.2900782,32.13693911,28.89906239,95.17981636,12.82909501,Fast,97.434181,LiFePO4,270,Model B,2
34.96430647,3.659088739,78.56183722,37.61946011,26.34781888,76.82686163,10.0314268,Fast,97.99371464,LiFePO4,834,Model A,1
26.93090438,3.551237147,44.78864561,37.65829633,30.92487219,47.46658698,7.18500895,Slow,98.56299821,LiFePO4,312,Model A,1
51.73285644,3.922414015,56.0147916,33.1809082,29.70050372,67.44349141,9.865979184,Normal,98.02680416,Li-ion,381,Model B,1
41.80170052,3.967748959,54.3092932,24.22463663,27.20215844,53.37765971,7.749455167,Normal,98.45010897,LiFePO4,140,Model C,1
62.52905007,3.933643242,61.95511263,37.25993663,24.76355351,77.93134028,11.48372769,Slow,97.70325446,LiFePO4,221,Model C,1
16.99611733,3.824445831,87.90194311,37.72186871,17.66364251,108.9000611,11.81090439,Fast,97.63781912,LiFePO4,326,Model B,2
97.69553269,3.765850046,98.26654092,23.9330717,20.22666036,76.93049844,12.49230509,Normal,97.50153898,Li-ion,393,Model C,1
98.758967,4.104333555,46.68257877,34.74852172,23.38198946,83.17224183,13.60639459,Normal,97.27872108,LiFePO4,699,Model C,2
72.83455426,3.86335725,84.47670299,25.73039098,26.98598574,71.87478471,10.91781265,Slow,97.81643747,LiFePO4,366,Model A,1
58.24867297,3.835427314,78.80750152,36.05280625,25.2741571,25.11655064,6.808119848,Fast,98.63837603,LiFePO4,640,Model A,0
37.85748547,3.517949446,61.61760563,39.944758,20.76369052,43.28585569,7.497266814,Normal,98.50054664,LiFePO4,858,Model A,1
83.24155177,3.738873479,96.04424293,20.60052011,15.12928716,69.20017294,10.95878467,Fast,97.80824307,Li-ion,927,Model B,1
71.62580553,3.766136933,28.0427064,37.94731732,24.92478444,51.02352837,9.73061684,Normal,98.05387663,Li-ion,550,Model C,1
24.63552454,3.779175947,19.83377893,32.45261067,20.71251977,38.17635978,6.035770075,Slow,98.79284598,LiFePO4,548,Model C,0
91.9834466,3.906120658,86.85657703,39.46765238,29.69216601,70.41328419,12.44032863,Fast,97.51193427,LiFePO4,855,Model A,1
84.02835186,3.873521783,49.5234835,29.30019035,15.47892531,52.28097934,10.02317539,Slow,97.99536492,LiFePO4,160,Model A,1
95.4819922,3.925533565,86.22719688,36.94775861,26.69655623,45.81076432,10.43905123,Normal,97.91218975,LiFePO4,601,Model B,1
75.31475575,4.035418283,90.37811847,21.24788137,33.82948475,66.39854174,10.36134367,Slow,97.92773127,Li-ion,246,Model C,1
65.20736763,4.069090017,15.62118343,26.705581,18.48818534,33.32842581,7.373016249,Slow,98.52539675,Li-ion,785,Model B,0
47.64187327,4.002686153,89.51182867,21.34033076,24.43298982,112.7745733,12.84699131,Slow,97.43060174,Li-ion,889,Model C,2
93.9455635,4.168866587,50.34871498,39.50686267,16.82843984,106.7702098,15.57013879,Normal,96.88597224,Li-ion,433,Model B,2
87.94575006,3.512762808,55.93892401,36.33947815,27.51363825,90.76205857,13.77776629,Fast,97.24444674,LiFePO4,980,Model A,2
14.06968031,3.63704459,66.393326,37.05094842,26.01063361,30.62138276,5.107813333,Slow,98.97843733,LiFePO4,990,Model B,0
12.3730277,3.505294012,93.37443461,38.75930463,23.14731048,97.58772545,10.68892707,Fast,97.86221459,Li-ion,241,Model B,2
43.88170302,3.9532323,11.7204485,21.70206972,25.42754043,100.7957328,11.67883304,Normal,97.66423339,Li-ion,143,Model A,2
82.94979977,4.128621384,52.91591215,27.71195185,32.93149317,96.77646177,13.59779273,Fast,97.28044145,LiFePO4,243,Model C,2
98.85485164,3.670437608,71.89498382,21.42069778,18.92588605,31.39658871,8.630159864,Slow,98.27396803,LiFePO4,964,Model C,0
23.5375202,4.148924181,75.04362619,24.21586203,15.45129023,84.39079571,9.42023542,Slow,98.11595292,LiFePO4,432,Model A,2
63.47176438,3.542187173,72.32791884,24.58731554,32.23329769,103.4324796,13.02232729,Slow,97.39553454,LiFePO4,596,Model B,2
44.2801771,4.154105219,22.09916165,29.38214422,26.54234165,77.73534012,10.16106108,Slow,97.96778778,LiFePO4,495,Model B,1
97.2922958,3.746135881,36.94560295,25.37124335,32.81316911,84.64073752,13.18657175,Slow,97.36268565,Li-ion,154,Model B,2
85.79070308,3.57099458,42.28439729,22.01956214,26.93890447,65.83634794,10.87687559,Slow,97.82462488,Li-ion,406,Model C,1
85.44958342,3.840110231,82.39934869,23.34982178,31.2032218,72.87073199,11.51253126,Normal,97.69749375,LiFePO4,969,Model B,1
52.18238438,3.679743597,35.08838852,22.94551127,23.59346727,23.43768584,5.709535269,Normal,98.85809295,LiFePO4,522,Model C,0
47.33375521,3.699411031,28.96344675,39.46153596,29.99719863,83.8963022,11.33112307,Normal,97.73377539,Li-ion,516,Model B,2
34.60663647,3.715102975,96.17032171,35.18585014,33.26082934,28.14472129,5.835017771,Fast,98.83299645,LiFePO4,772,Model A,0
15.0737947,4.062118128,10.79769566,39.35522931,26.44245927,63.50145943,8.013239486,Fast,98.3973521,Li-ion,896,Model A,1
87.82501386,3.877412894,99.80387701,28.79480973,18.61570301,49.26550977,9.936450327,Normal,98.01270993,Li-ion,424,Model C,1
83.16109082,3.717915389,70.9139169,25.56736963,20.3759523,74.54279502,11.64832261,Fast,97.67033548,Li-ion,809,Model C,1
99.9745906,3.927233648,84.56223695,35.96586394,18.97289154,33.34163355,9.57549219,Fast,98.08490156,Li-ion,770,Model A,0
99.69731534,4.001305472,36.51574567,26.52507836,19.93714055,89.1643402,13.74148137,Slow,97.25170373,LiFePO4,179,Model A,2
59.9888535,3.690836801,11.28837499,25.98766747,21.12830899,99.50115369,12.59058886,Slow,97.48188223,LiFePO4,130,Model B,2
79.20886737,3.789484371,76.40825667,24.65011984,26.10267574,36.33544497,8.220903108,Fast,98.35581938,Li-ion,211,Model A,0
95.02891569,3.585320265,85.07301373,22.59357956,26.75983259,30.43130874,8.417067157,Fast,98.31658657,LiFePO4,657,Model C,0
86.46826516,3.626804545,76.64285188,25.12926122,23.52999494,34.55154828,8.459172009,Normal,98.3081656,LiFePO4,964,Model A,0
32.26132916,3.976782498,22.85652586,27.10639497,27.3084156,107.7127562,11.94444922,Fast,97.61111016,LiFePO4,816,Model C,2
50.54897218,3.627006843,77.808513,33.47988416,16.63149851,72.81892618,10.26968667,Slow,97.94606267,LiFePO4,663,Model C,1
21.62434736,3.867614369,79.20305039,21.25129684,16.75576474,66.7260996,7.70429051,Fast,98.4591419,Li-ion,749,Model B,1
95.86459245,3.996332383,69.26864641,24.21013879,18.43658921,30.67118191,8.559668388,Normal,98.28806632,LiFePO4,571,Model B,0
64.5557171,3.574813846,78.95043395,36.18047281,25.36154996,84.95560068,12.11644288,Slow,97.57671142,Li-ion,173,Model B,2
30.5778525,3.897118554,86.13292957,22.93843847,19.27989357,106.7999592,11.57581115,Slow,97.68483777,Li-ion,652,Model B,2
70.4530616,3.679593949,65.22437028,26.85290293,20.66568807,102.8185869,13.4335138,Slow,97.31329724,LiFePO4,578,Model A,2
65.63154164,4.174048813,17.97442426,37.29317844,23.00625672,82.6054709,12.03002525,Slow,97.59399495,Li-ion,688,Model B,2
42.23464462,3.838481953,53.88650287,23.09850622,31.23732248,27.52787167,5.560646848,Fast,98.88787063,LiFePO4,486,Model A,0
20.2201833,4.064194785,16.98844012,21.65473671,15.27724272,31.23970272,4.69705456,Normal,99.06058909,LiFePO4,798,Model B,0
70.4415876,3.88515858,46.67887279,29.6907599,27.9875764,24.93089871,7.084192268,Fast,98.58316155,Li-ion,981,Model B,0
56.82769308,3.530388773,46.63958402,26.04839023,28.37753062,45.74792165,7.956130969,Fast,98.40877381,LiFePO4,663,Model C,1
79.50865526,3.943205963,15.94088597,31.26816729,30.97311561,33.56614672,8.33602002,Slow,98.332796,Li-ion,532,Model A,0
56.8147151,4.16598234,41.39384806,36.07609781,33.65505878,46.00480403,8.478274314,Normal,98.30434514,Li-ion,511,Model C,1
86.69633503,3.921128274,19.98982889,22.74296976,15.40275698,58.50580557,10.34744904,Slow,97.93051019,LiFePO4,566,Model B,1
59.67161549,4.073432202,82.7411689,31.61398169,18.07567411,114.2982784,14.08913639,Fast,97.18217272,LiFePO4,698,Model A,2
60.48441744,4.118944524,95.29192234,30.11017521,32.72342588,81.03760598,11.28286346,Fast,97.74342731,LiFePO4,720,Model B,2
88.89882424,3.65965584,16.50848277,22.88157572,24.17037124,103.4973786,14.21380155,Slow,97.15723969,Li-ion,836,Model C,2
46.31345796,3.648431388,95.96036866,32.47996971,26.29181278,91.03515007,11.52593389,Fast,97.69481322,LiFePO4,347,Model A,2
22.06137056,3.927686692,57.03189394,25.47280836,28.26054407,31.25031305,4.9809017,Fast,99.00381966,Li-ion,680,Model C,0
12.59044087,3.787719929,36.96091102,29.75668637,28.58133209,93.59204064,9.916693082,Slow,98.01666138,Li-ion,219,Model B,2
77.96235301,4.087902912,16.91758677,21.64544649,33.63480807,47.50988816,8.939547321,Fast,98.21209054,LiFePO4,166,Model B,1
65.82785962,4.130016186,55.05618413,29.19168114,34.93898835,83.9107847,11.74354243,Normal,97.65129151,LiFePO4,672,Model B,2
73.36717913,3.747394966,81.506399,26.12926936,29.40314922,54.09619736,9.482838872,Slow,98.10343223,LiFePO4,426,Model A,1
29.16677454,3.665809391,73.63778295,36.44762422,20.74442418,119.7672263,13.26132213,Normal,97.34773557,Li-ion,802,Model C,2
22.2734328,4.046367861,14.52034103,21.13957454,32.59504805,46.35514795,6.033579363,Fast,98.79328413,LiFePO4,569,Model C,1
11.30901991,3.692364225,16.56116518,28.3721455,15.98441829,47.91304708,5.976812194,Fast,98.80463756,Li-ion,592,Model B,1
41.55288029,4.075830023,46.25859544,29.16862848,19.62161706,113.0672256,12.95834424,Slow,97.40833115,LiFePO4,800,Model C,2
63.09259182,3.796616778,36.57614446,34.50012153,32.94771435,22.46444046,6.751672372,Fast,98.64966553,LiFePO4,762,Model A,0
45.30196406,3.96728493,30.91458908,31.4857515,20.12383029,89.66889879,11.31179401,Slow,97.7376412,Li-ion,385,Model B,2
49.37274298,3.56687472,35.2904049,33.34424674,19.41302119,92.53263907,11.84690274,Slow,97.63061945,Li-ion,707,Model B,2
91.3742825,3.936701527,82.3134469,35.54098571,17.76250586,103.6378577,14.98225156,Slow,97.00354969,LiFePO4,411,Model B,2
41.34299203,3.816237375,93.63052483,37.24405947,32.18223515,117.4439311,13.71634683,Slow,97.25673063,LiFePO4,408,Model A,2
56.25905402,3.910625924,46.45924251,26.27750993,25.00116518,117.5601919,13.92351086,Slow,97.21529783,LiFePO4,874,Model B,2
80.52877115,3.617609945,91.54999019,30.76045411,28.49786406,26.52767576,7.775100909,Normal,98.44497982,LiFePO4,196,Model B,0
45.68885041,4.015811621,38.93461311,36.80216157,19.78132768,102.1839323,12.63987829,Slow,97.47202434,LiFePO4,212,Model B,2
65.98780302,4.103957954,52.87932877,39.78902262,30.16080842,84.63099337,12.34142406,Normal,97.53171519,Li-ion,736,Model B,2
87.61273379,3.65171786,30.3426098,37.79038622,30.2001109,84.73421344,13.33134045,Fast,97.33373191,Li-ion,555,Model C,2
95.45685613,3.567000189,67.6428438,27.42934525,21.2519605,32.83499266,8.880559458,Slow,98.22388811,Li-ion,562,Model B,0
23.23661328,3.51654701,98.10830037,23.90333034,23.21365266,85.01871664,9.441890235,Fast,98.11162195,Li-ion,231,Model A,2
93.39288626,3.94938005,64.31437864,29.78785075,19.19380555,118.2482581,16.01305836,Slow,96.79738833,LiFePO4,220,Model B,2
54.29046638,3.924965825,42.20326757,34.83282904,34.53122047,111.181857,13.72131952,Normal,97.2557361,Li-ion,296,Model B,2
33.24199495,3.882688189,68.30357014,29.85138142,27.91205154,63.91306608,8.480757658,Normal,98.30384847,Li-ion,905,Model C,1
51.32221806,3.662362967,21.06286106,29.66361727,33.69087761,23.99479733,6.04885821,Normal,98.79022836,Li-ion,581,Model B,0
98.20293178,3.773634197,89.97931722,36.76460842,21.06771087,56.229349,11.43415609,Fast,97.71316878,LiFePO4,733,Model C,1
54.33562846,3.916133435,55.27755557,27.22807558,30.63781826,102.6390312,12.6314378,Slow,97.47371244,Li-ion,893,Model A,2
39.58764493,3.847736801,50.44147678,37.1958935,30.31717288,90.14991015,11.35166943,Fast,97.72966611,LiFePO4,996,Model C,2
67.00607689,4.191449864,62.72783096,28.13609602,28.83311304,65.93436556,10.25163911,Normal,97.94967218,Li-ion,871,Model B,1
31.61310569,3.595507827,66.23054765,26.56466211,34.31277951,25.51015352,5.034734517,Fast,98.9930531,LiFePO4,138,Model A,0
16.82769953,3.986601188,16.45982256,29.07979822,22.87110672,62.68947278,7.51949762,Normal,98.49610048,Li-ion,665,Model B,1
21.59917497,3.783023138,71.43554991,35.24893917,17.61434647,66.90249397,8.417613538,Normal,98.31647729,LiFePO4,611,Model C,1
21.52412551,3.79973973,31.77385123,22.52004056,28.43417718,112.8555533,11.60683774,Normal,97.67863245,Li-ion,573,Model A,2
23.67124242,4.002318436,74.25573693,23.92838432,29.58619601,84.10861036,9.3890322,Slow,98.12219356,LiFePO4,260,Model A,2
22.49444554,3.984705306,84.02813149,39.02889651,26.50121147,51.16529167,7.339941408,Slow,98.53201172,LiFePO4,388,Model C,1
67.67872703,4.193879196,82.35626568,23.50983255,19.13635786,72.53182645,10.60374685,Normal,97.87925063,Li-ion,299,Model C,1
26.3692076,3.589876003,59.72508707,31.35454636,25.08911883,26.60553078,5.103315263,Fast,98.97933695,LiFePO4,887,Model A,0
41.1100555,3.572876755,56.81529031,31.58628933,21.24379473,117.2568236,13.40621921,Fast,97.31875616,LiFePO4,627,Model A,2
90.71095689,4.007037172,22.85883652,29.79248924,23.54933056,56.00599019,10.69233816,Slow,97.86153237,Li-ion,784,Model C,1
52.65654762,3.904870842,79.78115354,32.89490497,27.90437152,67.78673549,9.926467254,Normal,98.01470655,Li-ion,602,Model B,1
70.08019647,3.691912467,34.42684424,24.59653452,29.90429485,55.52839742,9.361203001,Fast,98.1277594,LiFePO4,347,Model A,1
25.50878841,3.555593558,54.70258805,31.05324536,19.64449382,88.25117301,10.18236611,Normal,97.96352678,Li-ion,482,Model C,2
27.30601169,3.559960775,35.58466836,27.4434651,23.10650721,86.22321583,9.922741826,Fast,98.01545163,Li-ion,317,Model B,2
13.67817546,4.125933612,22.04455267,33.23334519,20.38323142,91.53223105,9.973261954,Slow,98.00534761,Li-ion,186,Model A,2
25.20415568,3.634307127,66.66019272,22.82447087,18.97263228,46.81432296,6.302624907,Normal,98.73947502,LiFePO4,181,Model A,1
35.07313051,3.726360093,14.88988313,31.41754834,30.6677444,51.56684812,7.621771286,Normal,98.47564574,LiFePO4,161,Model C,1
25.93094358,3.658659482,77.37807107,23.70540711,33.18505389,32.52512311,5.19224446,Fast,98.96155111,LiFePO4,898,Model B,0
17.98322804,3.748497414,38.58281157,25.57286126,22.40464371,85.55099718,9.30705423,Fast,98.13858915,LiFePO4,599,Model A,2
20.8572284,3.54859669,10.01212237,24.37419601,30.02557849,23.97971273,4.259880615,Fast,99.14802388,LiFePO4,141,Model B,0
51.47008912,3.863341854,56.00162253,23.6567556,32.93990579,79.76823355,10.40369503,Normal,97.91926099,LiFePO4,111,Model B,1
28.57003466,3.547328795,14.21667177,36.51421903,31.92248421,106.9695885,12.16834506,Slow,97.56633099,LiFePO4,932,Model A,2
42.78428749,4.060249555,34.8552602,25.71415135,18.65626777,109.0832148,12.51518984,Slow,97.49696203,Li-ion,845,Model B,2
55.30755438,3.663598457,73.62788387,38.54247564,34.12583763,64.90377604,10.1011495,Fast,97.9797701,LiFePO4,940,Model A,1
72.13553458,3.87800834,15.64206595,39.39853051,22.53352881,65.93036882,11.07090066,Slow,97.78581987,LiFePO4,742,Model B,1
13.53809259,4.116055361,85.54046431,31.4252094,21.78481322,27.6969183,4.556241624,Fast,99.08875168,Li-ion,214,Model A,0
81.9469359,3.955614158,10.34379304,22.86002245,16.24862655,87.07650254,12.49672313,Slow,97.50065537,Li-ion,317,Model C,2
66.51103505,3.873070451,32.21414823,27.49096487,24.72347308,102.125942,13.21059517,Normal,97.35788097,Li-ion,748,Model A,2
17.35831288,3.727033627,76.68136505,35.95464527,17.18027231,44.46550546,6.371106695,Fast,98.72577866,LiFePO4,205,Model A,1
88.62207617,3.733101339,38.46431348,27.34781457,19.97079642,62.13008816,10.97600188,Slow,97.80479962,Li-ion,790,Model A,1
92.87851605,3.968640869,19.17031493,21.74034437,21.33885244,103.8839337,14.38793749,Normal,97.1224125,LiFePO4,627,Model B,2
15.49701639,4.195897553,42.42105269,31.13569822,31.17652647,107.7120468,11.30763963,Slow,97.73847207,LiFePO4,571,Model C,2
34.91898833,3.963287433,34.33539577,36.90241703,32.50977301,44.31799803,7.28423677,Normal,98.54315265,LiFePO4,853,Model B,1
82.55811518,3.890448392,85.84407119,35.91852774,21.04932635,75.05706345,12.17858743,Normal,97.56428251,Li-ion,945,Model B,1
77.34337213,4.011455357,38.20131258,23.5024628,32.17396242,39.24931506,8.313068002,Slow,98.3373864,Li-ion,992,Model A,0
26.60689174,3.825643929,81.00392246,33.45529229,32.14461875,30.18787641,5.518765569,Slow,98.89624689,LiFePO4,486,Model B,0
28.8414391,3.54209964,90.26849303,24.41008527,30.29301901,111.1120501,11.92191373,Normal,97.61561725,LiFePO4,325,Model A,2
43.34248925,3.893607771,49.04356776,24.36415069,17.93390228,102.0507504,11.8895612,Normal,97.62208776,LiFePO4,580,Model C,2
53.60706867,4.170337699,91.89488295,37.48143547,28.80645694,96.00349018,12.55471606,Normal,97.48905679,Li-ion,853,Model B,2
65.64292944,3.62271206,43.95862486,24.99337905,33.90048129,24.87663188,6.604868081,Fast,98.67902638,LiFePO4,507,Model B,0
